@RELATION classifiers/SMV_RBF_new_2
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE class {C:/Users/XPS/Desktop/Clean This/Training Data/sv,C:/Users/XPS/Desktop/Clean This/Training Data/usv,C:/Users/XPS/Desktop/Clean This/Training Data/scratch}

@DATA
0.418735,0.007609,2.504588,0.405183,0.255498,2.754794,0.001291,0.636800,0.267200,0.156000,0.112000,-43.368907,-3.535100,-0.030854,-0.069080,0.120912,0.140184,0.370823,-0.434887,-0.517760,-0.130684,0.360893,-0.426722,-1.225681,0.136910,0.006755,0.108227,0.062835,0.016598,0.386224,0.001291,0.200000,0.080000,0.061600,0.019200,0.140102,0.045122,0.011559,0.216039,0.024626,0.257553,0.324798,0.209981,0.022141,0.625871,0.345272,0.095799,0.325921,C:/Users/XPS/Desktop/Clean This/Training Data/scratch
0.441153,0.002199,1.679803,0.421913,0.239319,2.519598,0.001021,0.628800,0.308000,0.198400,0.148000,-45.043282,-2.653501,0.100577,0.114996,0.045985,0.094918,0.025495,-0.159543,-0.300418,-0.225220,0.280497,-0.584464,-0.951935,0.080865,0.002099,0.931226,0.042328,0.048135,0.574241,0.001021,0.187200,0.016800,0.100800,0.060000,0.389695,0.464852,0.218233,0.186769,0.001544,0.043512,0.055129,0.222113,0.194235,0.173379,0.106404,0.035979,0.038906,C:/Users/XPS/Desktop/Clean This/Training Data/scratch
0.545236,0.002263,1.466458,0.525673,0.201049,2.247497,0.000385,0.687200,0.456000,0.414400,0.385600,-43.676252,-3.344067,0.143036,-0.138232,0.234450,0.164919,0.131197,-0.285423,-0.462547,-0.228987,0.256483,-0.444356,-1.206706,0.002402,0.001404,0.608792,0.005375,0.021509,0.330202,0.000385,0.036000,0.009600,0.012800,0.019200,0.263182,0.121932,0.148868,0.241045,0.008700,0.282124,0.362520,0.188740,0.065108,0.122085,0.032173,0.119502,0.064038,C:/Users/XPS/Desktop/Clean This/Training Data/scratch
0.479584,0.004871,2.075455,0.443192,0.235280,2.106710,0.002514,0.613600,0.421600,0.292800,0.215200,-44.006619,-3.328274,0.263676,-0.256382,0.336163,0.293807,-0.083988,-0.195223,-0.455454,-0.225168,0.335379,-0.609947,-1.170228,0.080865,0.004619,1.224527,0.101505,0.034476,1.117148,0.002514,0.295200,0.165600,0.067200,0.000800,0.034873,0.017929,0.151117,0.216904,0.067503,0.115662,0.204829,0.143630,0.137300,0.158790,0.246540,0.025119,0.063156,C:/Users/XPS/Desktop/Clean This/Training Data/scratch
0.434347,0.009218,2.905172,0.443429,0.264028,2.250651,0.002098,0.564800,0.407200,0.291200,0.164800,-42.584564,-4.073255,0.342721,-0.221777,0.183087,0.148990,-0.018721,-0.113317,-0.574918,0.014651,0.257133,-0.590024,-1.419798,0.132506,0.008075,0.405935,0.110551,0.003803,0.894727,0.002098,0.316800,0.242400,0.144000,0.051200,0.150088,0.044355,0.253937,0.140337,0.047745,0.172875,0.389243,0.083083,0.250241,0.087960,0.103250,0.090063,0.012687,C:/Users/XPS/Desktop/Clean This/Training Data/scratch
0.454764,0.004796,2.197215,0.443072,0.240047,2.645907,0.001635,0.620000,0.468000,0.301600,0.148800,-43.544558,-3.808295,0.472753,-0.265584,0.113746,0.118024,0.161340,-0.311510,-0.295377,-0.179651,0.394889,-0.542320,-1.075962,0.108887,0.004551,1.113091,0.110622,0.034056,0.500937,0.001635,0.269600,0.172000,0.100000,0.035200,0.347614,0.417520,0.372544,0.249110,0.068695,0.028455,0.244426,0.212934,0.029578,0.250268,0.111007,0.345403,0.075400,C:/Users/XPS/Desktop/Clean This/Training Data/scratch
0.428743,0.004859,2.637022,0.427631,0.258244,2.704262,0.001384,0.649600,0.370400,0.240800,0.122400,-42.840009,-4.540086,0.979314,-0.186163,-0.079756,0.115067,0.102828,-0.182444,-0.336104,-0.262597,0.456183,-0.701582,-1.109656,0.138911,0.004458,0.676686,0.117382,0.014862,0.538781,0.001384,0.254400,0.240800,0.136800,0.034400,1.104647,1.099890,0.578761,0.331765,0.046123,0.335180,0.371163,0.014671,0.041998,0.289661,0.340607,0.029460,0.015653,C:/Users/XPS/Desktop/Clean This/Training Data/scratch
0.448359,0.004066,1.292390,0.401089,0.225402,1.789740,0.000241,0.498400,0.325600,0.302400,0.167200,-44.110589,-3.014549,-0.082171,0.115486,0.006423,0.107733,0.266059,-0.232105,-0.581315,-0.134924,0.275915,-0.373245,-1.175751,0.056045,0.002630,0.268877,0.031219,0.018768,0.255208,0.000241,0.124000,0.000800,0.000000,0.007200,0.121344,0.185769,0.240047,0.076455,0.026779,0.055378,0.095678,0.063216,0.014652,0.089572,0.067674,0.102622,0.047868,C:/Users/XPS/Desktop/Clean This/Training Data/scratch
0.510408,0.007938,2.484335,0.479805,0.269019,2.358707,0.002289,0.619200,0.415200,0.299200,0.200800,-42.488120,-4.128825,0.013466,0.237528,0.031457,0.178887,-0.043435,-0.119302,-0.589448,0.024956,0.331668,-0.886611,-1.130298,0.052442,0.006376,0.824490,0.072189,0.000079,0.845102,0.002289,0.280000,0.210400,0.100800,0.007200,0.018528,0.076251,0.237172,0.007600,0.059836,0.109944,0.044415,0.064634,0.000114,0.067870,0.230333,0.053911,0.088980,C:/Users/XPS/Desktop/Clean This/Training Data/scratch
0.464371,0.004550,2.420424,0.444068,0.270788,2.917127,0.000779,0.772000,0.356800,0.193600,0.100000,-43.319653,-3.562412,0.149962,-0.283147,0.346836,0.270744,0.106654,-0.299134,-0.614989,-0.101490,0.178706,-0.431128,-1.141487,0.072858,0.003715,0.776680,0.057952,0.013664,0.348228,0.000779,0.109600,0.140800,0.006400,0.005600,0.027536,0.081937,0.000259,0.049427,0.092218,0.008770,0.020867,0.183180,0.128576,0.206091,0.238625,0.032714,0.185880,C:/Users/XPS/Desktop/Clean This/Training Data/scratch
0.424339,0.015775,2.156922,0.382748,0.259572,2.555283,0.001176,0.526400,0.240800,0.152000,0.099200,-40.120252,-5.522810,-0.078944,0.405277,-0.122849,0.164775,0.403339,-0.434995,-0.756407,-0.032252,0.436240,-0.703745,-1.586939,0.114492,0.009072,0.229758,0.040552,0.007592,0.295855,0.001176,0.184000,0.040800,0.056000,0.006400,0.028857,0.023461,0.107397,0.051196,0.007781,0.045682,0.034881,0.008590,0.017656,0.026211,0.033706,0.029490,0.032355,C:/Users/XPS/Desktop/Clean This/Training Data/scratch
0.421537,0.006583,2.341609,0.420464,0.279185,2.613547,0.001170,0.618400,0.312000,0.148800,0.082400,-43.137973,-4.329868,0.973614,-0.272353,0.194750,0.101402,-0.092282,-0.294410,-0.131014,-0.060343,0.073645,-0.731571,-1.126885,0.115693,0.005937,0.897757,0.089605,0.003108,0.666182,0.001170,0.250400,0.217600,0.064000,0.012000,0.324671,0.802554,0.824917,0.196526,0.015612,0.340393,0.319127,0.256879,0.292409,0.046365,0.112516,0.407135,0.145866,C:/Users/XPS/Desktop/Clean This/Training Data/scratch
0.490392,0.005947,2.606391,0.470084,0.266722,2.928162,0.001012,0.772800,0.417600,0.258400,0.144800,-42.400552,-4.242178,0.083735,0.148232,0.170966,0.175477,0.205938,-0.273912,-0.694844,-0.172651,0.223610,-0.434410,-1.344968,0.069255,0.004766,0.708294,0.077965,0.001338,0.270587,0.001012,0.115200,0.198400,0.140000,0.055200,0.101441,0.214725,0.121259,0.104905,0.054145,0.233022,0.098006,0.120633,0.173563,0.208447,0.122690,0.244471,0.060865,C:/Users/XPS/Desktop/Clean This/Training Data/scratch
0.380304,0.005423,2.282072,0.401415,0.270954,2.139367,0.001952,0.580000,0.145600,0.128800,0.123200,-42.629885,-4.294274,0.383816,-0.120074,0.078815,0.227055,0.251043,-0.378127,-0.530712,-0.088566,0.176398,-0.376152,-1.077110,0.059247,0.003936,0.199125,0.074678,0.017560,0.159702,0.001952,0.197600,0.022400,0.037600,0.040000,0.275977,0.126801,0.133622,0.216459,0.266724,0.201749,0.115506,0.082873,0.094445,0.053699,0.113028,0.151815,0.030776,C:/Users/XPS/Desktop/Clean This/Training Data/scratch
0.487590,0.004516,2.491518,0.462020,0.227594,2.594656,0.001574,0.676800,0.487200,0.357600,0.204800,-44.609809,-2.876846,0.203221,-0.207200,0.215015,0.217604,0.043082,-0.232823,-0.515722,0.040244,0.163018,-0.641266,-0.903944,0.108887,0.004415,0.823816,0.091734,0.037629,0.578490,0.001574,0.225600,0.128800,0.058400,0.012800,0.117388,0.034792,0.301509,0.346927,0.220786,0.154549,0.131262,0.083034,0.141977,0.261882,0.212720,0.263945,0.140131,C:/Users/XPS/Desktop/Clean This/Training Data/scratch
0.439952,0.004594,2.489324,0.429133,0.262292,2.738016,0.001539,0.623200,0.347200,0.203200,0.099200,-43.197281,-3.783571,0.420274,-0.455321,0.346672,0.223996,0.060087,-0.174033,-0.724659,0.052281,0.328212,-0.768688,-0.979865,0.102882,0.004090,0.824404,0.103824,0.015999,0.531886,0.001539,0.274400,0.243200,0.112000,0.011200,0.143114,0.219833,0.158356,0.037127,0.066564,0.109140,0.188730,0.205563,0.135095,0.108374,0.243863,0.230392,0.199802,C:/Users/XPS/Desktop/Clean This/Training Data/scratch
0.484988,0.003667,2.621813,0.460551,0.269146,2.834734,0.001586,0.749600,0.346400,0.226400,0.121200,-43.016372,-3.899646,0.012942,0.187363,0.120131,0.087964,0.320380,-0.282368,-0.695177,-0.166369,0.396221,-0.638116,-1.031201,0.035829,0.002464,0.351556,0.045173,0.011966,0.179059,0.000597,0.108800,0.071200,0.052800,0.030800,0.317717,0.103243,0.044965,0.173720,0.037143,0.005805,0.123645,0.167464,0.110570,0.053360,0.011934,0.032203,0.068208,C:/Users/XPS/Desktop/Clean This/Training Data/scratch
0.472778,0.002575,2.544342,0.439404,0.265702,2.915179,0.000811,0.691200,0.338400,0.158400,0.097600,-43.530839,-3.655274,0.676699,0.003297,-0.213415,0.454825,0.089581,-0.529737,-0.237309,-0.185424,0.000405,-0.549629,-1.224362,0.038030,0.001880,0.622035,0.052448,0.022059,0.299282,0.000811,0.182400,0.119200,0.009600,0.001600,0.078169,0.016366,0.313132,0.191610,0.002475,0.022354,0.053304,0.040301,0.050794,0.101262,0.000756,0.093909,0.185689,C:/Users/XPS/Desktop/Clean This/Training Data/scratch
0.395917,0.005339,2.371843,0.386320,0.257326,2.654664,0.000786,0.644000,0.198400,0.096800,0.083200,-43.539936,-4.009634,0.541754,-0.493714,0.202121,-0.136701,0.489457,-0.102138,-0.679391,-0.218857,0.668996,-0.220740,-1.044055,0.110088,0.004993,0.552200,0.086372,0.036166,0.473693,0.000786,0.212000,0.096000,0.004000,0.001600,0.238280,0.871104,0.457784,0.393183,0.096008,0.095816,0.158582,0.062755,0.063146,0.137581,0.077024,0.489480,0.123281,C:/Users/XPS/Desktop/Clean This/Training Data/scratch
0.506005,0.003128,2.388407,0.488951,0.235031,2.724038,0.001218,0.712000,0.502400,0.345600,0.232000,-43.661961,-3.497055,0.399665,-0.088717,-0.020076,0.277716,0.016762,-0.207411,-0.437480,-0.183299,0.349537,-0.735234,-1.006276,0.039231,0.002843,0.921665,0.057644,0.038865,0.469823,0.001218,0.184000,0.112000,0.040000,0.038400,0.165947,0.060823,0.245264,0.096875,0.088868,0.059789,0.034576,0.039298,0.148373,0.079012,0.074043,0.016417,0.113708,C:/Users/XPS/Desktop/Clean This/Training Data/scratch
0.469576,0.009591,2.737536,0.452584,0.267051,2.715646,0.001519,0.706400,0.368800,0.259200,0.144000,-42.133228,-4.829315,0.742317,-0.365684,0.312601,0.068087,0.348629,0.046695,-1.114151,-0.439387,0.828926,-0.576367,-1.245744,0.116493,0.008201,0.580537,0.108191,0.003238,0.456788,0.001519,0.204000,0.258400,0.160000,0.059200,0.920483,0.998657,0.375525,0.010397,0.298275,0.184210,0.134912,0.403317,0.426457,0.076528,0.088557,0.221138,0.058764,C:/Users/XPS/Desktop/Clean This/Training Data/scratch
0.528423,0.003130,2.491446,0.491760,0.229475,2.821443,0.000664,0.718400,0.480000,0.343200,0.252800,-43.841483,-3.278225,0.088272,0.000061,-0.052815,0.054969,0.119304,-0.052654,-0.450695,-0.260397,0.548773,-0.496451,-1.241313,0.024820,0.002410,0.727205,0.037333,0.022543,0.300492,0.000664,0.131200,0.025600,0.036000,0.000000,0.032090,0.227578,0.110564,0.027854,0.065409,0.257180,0.048049,0.547954,0.551280,0.260692,0.209357,0.226766,0.257318,C:/Users/XPS/Desktop/Clean This/Training Data/scratch
0.536029,0.003795,2.013482,0.490442,0.236709,2.159805,0.002195,0.633600,0.473600,0.373600,0.274400,-43.902162,-3.106697,0.189880,-0.369867,0.094656,0.491836,0.075005,-0.384132,-0.376538,-0.393271,0.475354,-0.567008,-0.918431,0.046837,0.003416,1.266242,0.073869,0.027168,1.011163,0.002195,0.265600,0.147200,0.061600,0.016800,0.054538,0.072603,0.145908,0.154014,0.146010,0.028997,0.006018,0.089459,0.161692,0.071374,0.038588,0.094480,0.151831,C:/Users/XPS/Desktop/Clean This/Training Data/scratch
0.425941,0.010473,2.757908,0.423162,0.265354,2.503255,0.002280,0.568800,0.364800,0.242400,0.145600,-42.030344,-5.125443,0.740701,-0.020544,-0.446164,0.180003,0.389714,-0.163205,-0.677150,0.026496,0.498675,-0.353905,-1.202240,0.140112,0.009544,0.553509,0.127965,0.007170,0.703862,0.002280,0.341600,0.256000,0.148000,0.056000,1.154571,1.320622,0.421319,0.154890,0.051187,0.040029,0.090067,0.067004,0.120390,0.202796,0.035494,0.148199,0.216254,C:/Users/XPS/Desktop/Clean This/Training Data/scratch
0.394716,0.018514,2.252073,0.375523,0.277066,2.362118,0.000870,0.499200,0.152800,0.092800,0.088000,-42.249963,-4.367095,0.025288,0.085780,0.146459,-0.053975,0.331512,-0.257447,-0.601557,-0.118549,0.520055,-0.643359,-1.259598,0.102482,0.010478,0.107233,0.043850,0.012269,0.323886,0.000870,0.241600,0.047200,0.001600,0.001600,0.113375,0.098834,0.232276,0.062744,0.065038,0.139360,0.023576,0.161590,0.102133,0.143722,0.024768,0.162709,0.032847,C:/Users/XPS/Desktop/Clean This/Training Data/scratch
0.475981,0.002991,1.971497,0.448585,0.248627,2.919957,0.000753,0.696000,0.436800,0.244800,0.117600,-42.812372,-3.895314,-0.092213,0.151031,-0.050027,0.235322,0.220628,-0.237312,-0.689138,-0.032375,0.339350,-0.462406,-1.239588,0.094075,0.002784,1.015636,0.064679,0.021668,0.300317,0.000753,0.156800,0.102400,0.120000,0.015200,0.113470,0.164608,0.095314,0.131138,0.038628,0.000627,0.009157,0.112031,0.185389,0.042098,0.055828,0.031596,0.031730,C:/Users/XPS/Desktop/Clean This/Training Data/scratch
0.357886,0.019647,2.792672,0.391131,0.280143,2.284776,0.002263,0.501600,0.280800,0.138400,0.080800,-42.112031,-4.690384,0.685256,-0.526391,0.150065,0.268910,0.271303,-0.237593,-0.778743,-0.069719,0.432480,-0.454291,-1.133910,0.158527,0.017642,0.420302,0.105493,0.007985,0.966514,0.002263,0.365600,0.184800,0.048800,0.012000,0.663872,0.836206,0.607838,0.250150,0.235443,0.372969,0.262985,0.232840,0.529445,0.073263,0.107981,0.062727,0.095043,C:/Users/XPS/Desktop/Clean This/Training Data/scratch
0.512010,0.001882,1.976445,0.465308,0.244260,2.576506,0.001322,0.672800,0.456800,0.314400,0.197600,-43.873748,-3.412816,0.113912,-0.122612,0.159332,0.103875,0.159405,-0.227162,-0.487741,-0.038720,0.319257,-0.509894,-1.049626,0.052442,0.001706,1.335757,0.069381,0.035923,0.671455,0.001322,0.220000,0.152800,0.039200,0.055200,0.126896,0.186526,0.071234,0.052348,0.010782,0.088359,0.071691,0.019487,0.192613,0.080876,0.112392,0.014585,0.026615,C:/Users/XPS/Desktop/Clean This/Training Data/scratch
0.429944,0.002106,1.970960,0.468612,0.268307,2.954994,0.000651,0.831200,0.419200,0.245600,0.104000,-44.876178,-3.018598,0.375380,-0.389216,0.398595,-0.213751,0.060795,-0.029814,-0.274469,-0.148168,0.467319,-0.581530,-0.946928,0.100080,0.002049,1.237393,0.033837,0.019859,0.339605,0.000651,0.058400,0.083200,0.039200,0.016000,0.367484,0.333719,0.209752,0.212681,0.088361,0.112974,0.052763,0.029632,0.039229,0.177851,0.146641,0.013914,0.073746,C:/Users/XPS/Desktop/Clean This/Training Data/scratch
0.555645,0.001884,2.126306,0.523797,0.221620,2.507537,0.001322,0.738400,0.556800,0.424800,0.300000,-44.851118,-2.550198,0.180810,-0.094125,0.420175,-0.252047,0.192957,-0.072543,-0.702201,0.105449,0.202965,-0.942306,-0.909458,0.018415,0.001755,1.182634,0.026147,0.046377,0.697448,0.001322,0.160800,0.054400,0.020000,0.101600,0.052037,0.050025,0.088348,0.009665,0.381503,0.271638,0.071704,0.117175,0.011682,0.090244,0.034182,0.010832,0.088544,C:/Users/XPS/Desktop/Clean This/Training Data/scratch
0.524019,0.002857,2.202811,0.493324,0.243071,2.475163,0.001276,0.685600,0.486400,0.356800,0.244000,-43.411269,-3.627175,0.019377,0.063432,0.192080,0.091314,0.039325,-0.004495,-0.678696,-0.181405,0.447588,-0.542899,-1.315799,0.035629,0.002558,1.113177,0.058235,0.030765,0.747409,0.001276,0.223200,0.137600,0.027200,0.060000,0.347524,0.270839,0.059557,0.186124,0.171675,0.207440,0.010264,0.190803,0.063906,0.062590,0.154443,0.020898,0.096069,C:/Users/XPS/Desktop/Clean This/Training Data/scratch
0.488791,0.002234,2.600185,0.479759,0.263273,3.035461,0.000696,0.780800,0.476000,0.239200,0.116000,-43.802449,-3.586960,0.261279,0.352963,-0.016549,-0.027261,0.207265,-0.460768,-0.200268,0.062328,-0.123016,-0.567833,-1.121577,0.055645,0.001921,0.706645,0.056568,0.013879,0.187496,0.000696,0.112000,0.135200,0.120800,0.021600,0.082254,0.016919,0.086889,0.062234,0.090417,0.083313,0.018555,0.190101,0.200463,0.175290,0.082324,0.264965,0.179417,C:/Users/XPS/Desktop/Clean This/Training Data/scratch
0.463571,0.004896,2.387757,0.427254,0.253994,2.490978,0.001680,0.595200,0.398400,0.261600,0.138400,-43.664826,-3.709254,0.636219,0.168682,-0.413644,0.118163,0.263520,-0.034803,-0.594395,-0.395847,0.627097,-0.551491,-1.349911,0.107286,0.004424,0.919894,0.117039,0.017426,0.696857,0.001680,0.296000,0.227200,0.125600,0.036000,0.000025,0.035587,0.039587,0.141103,0.147272,0.193652,0.440852,0.185674,0.550754,0.176698,0.257874,0.264912,0.109772,C:/Users/XPS/Desktop/Clean This/Training Data/scratch
0.366293,0.004339,2.437663,0.386702,0.247890,2.761874,0.000778,0.616000,0.256800,0.136000,0.084800,-44.473793,-3.477279,0.801973,-0.269852,-0.163427,0.299920,0.203020,-0.389592,-0.240373,-0.215047,0.382370,-0.573079,-0.875417,0.146918,0.004152,0.507923,0.078848,0.040608,0.413916,0.000778,0.225600,0.069600,0.038400,0.001600,0.208524,0.342759,0.342391,0.001341,0.111435,0.119944,0.157476,0.480007,0.130446,0.314809,0.231724,0.276044,0.322874,C:/Users/XPS/Desktop/Clean This/Training Data/scratch
0.458367,0.005637,1.681009,0.380261,0.283961,2.485135,0.000808,0.624000,0.146400,0.076800,0.050400,-39.672065,-6.216285,0.418196,0.192228,-0.078286,0.216795,0.275584,-0.296212,-0.816414,-0.045963,0.515900,-0.805909,-1.447733,0.079664,0.002953,0.249041,0.028593,0.000161,0.527339,0.000808,0.140800,0.092000,0.030400,0.008800,0.271377,0.307672,0.255925,0.071447,0.016059,0.003209,0.022748,0.034541,0.046119,0.017423,0.002895,0.053488,0.008030,C:/Users/XPS/Desktop/Clean This/Training Data/scratch
0.471978,0.006131,2.165518,0.415527,0.287856,2.504036,0.001445,0.652800,0.270400,0.137600,0.073600,-39.545672,-5.992089,0.274817,0.080285,0.058852,0.210824,0.313354,-0.356684,-0.876454,-0.057869,0.483013,-0.790649,-1.564122,0.092474,0.004173,0.773217,0.075766,0.003465,0.796254,0.001445,0.212800,0.220800,0.092800,0.033600,0.226142,0.379505,0.508883,0.392211,0.203779,0.011836,0.077983,0.066304,0.056633,0.041115,0.020520,0.029461,0.031738,C:/Users/XPS/Desktop/Clean This/Training Data/scratch
0.475580,0.002794,2.522744,0.430235,0.269819,2.629033,0.001339,0.638400,0.348000,0.214400,0.124000,-42.674742,-4.487650,0.673249,-0.136097,-0.081592,0.309393,0.193969,-0.311862,-0.580263,-0.045617,0.340132,-0.661696,-1.046629,0.085669,0.002301,0.778541,0.112176,0.000060,0.592189,0.001339,0.244800,0.258400,0.161600,0.079200,0.821139,0.736859,0.369439,0.095504,0.129014,0.194643,0.128686,0.228848,0.293810,0.004310,0.093287,0.061374,0.119071,C:/Users/XPS/Desktop/Clean This/Training Data/scratch
0.463571,0.005460,1.870473,0.384450,0.250387,2.195106,0.000513,0.525600,0.242400,0.208000,0.153600,-43.289042,-3.611117,0.247166,-0.145494,-0.010106,0.225572,0.180448,-0.219766,-0.711210,0.140426,0.334826,-0.863716,-0.807353,0.016813,0.001994,0.254296,0.024366,0.011440,0.259885,0.000513,0.144800,0.000800,0.008000,0.016000,0.277350,0.268310,0.010255,0.133260,0.075742,0.148400,0.064875,0.251866,0.004446,0.112350,0.001693,0.402571,0.353557,C:/Users/XPS/Desktop/Clean This/Training Data/scratch
0.450360,0.005684,2.032514,0.380872,0.246365,2.188071,0.000644,0.508800,0.248800,0.213600,0.130400,-43.412681,-3.756714,0.242943,-0.039056,0.070080,0.293937,-0.154027,-0.091465,-0.330526,-0.339856,0.476312,-0.619343,-1.126889,0.031625,0.002968,0.133188,0.029886,0.016640,0.032707,0.000644,0.136000,0.005600,0.002400,0.024800,0.156688,0.102645,0.441054,0.383926,0.105936,0.054235,0.224187,0.015941,0.172476,0.291084,0.464753,0.249394,0.010691,C:/Users/XPS/Desktop/Clean This/Training Data/scratch
0.410328,0.005664,2.679866,0.387424,0.249293,2.429453,0.001397,0.556800,0.263200,0.192800,0.132000,-43.750258,-3.636382,0.381343,-0.124699,0.242129,0.053224,0.002309,-0.006934,-0.548990,-0.260492,0.529556,-0.740046,-1.081341,0.109287,0.005205,0.392241,0.096777,0.025884,0.604829,0.001397,0.283200,0.080800,0.034400,0.045600,0.132056,0.219745,0.208558,0.031806,0.119315,0.169239,0.037773,0.064065,0.041341,0.354465,0.114842,0.143666,0.048846,C:/Users/XPS/Desktop/Clean This/Training Data/scratch
0.471978,0.005000,2.533673,0.466322,0.266665,2.756147,0.001285,0.706400,0.368800,0.218400,0.128800,-42.260433,-4.706001,0.685690,-0.121847,-0.061413,0.438625,0.192796,-0.232406,-0.876351,-0.044423,0.238089,-0.516031,-1.028946,0.096477,0.004141,0.765244,0.082372,0.000412,0.449776,0.001285,0.183200,0.253600,0.164000,0.077600,0.979187,1.004213,0.145597,0.228723,0.012679,0.098305,0.046757,0.091817,0.030553,0.109864,0.105343,0.002975,0.186071,C:/Users/XPS/Desktop/Clean This/Training Data/scratch
0.371898,0.009337,2.615455,0.394195,0.250661,2.453153,0.002604,0.474400,0.300800,0.193600,0.122800,-43.303746,-3.779577,0.535041,-0.095183,-0.128198,0.350044,0.078657,-0.164013,-0.590300,-0.240379,0.384884,-0.584478,-1.165412,0.062450,0.001242,0.233354,0.057066,0.000083,0.310502,0.001205,0.168800,0.131200,0.082400,0.033200,0.121443,0.061708,0.152480,0.117637,0.075670,0.000347,0.055945,0.015303,0.004200,0.042624,0.134160,0.054724,0.042183,C:/Users/XPS/Desktop/Clean This/Training Data/scratch
0.417934,0.032010,2.347461,0.375465,0.304964,1.970233,0.001317,0.536000,0.132800,0.056800,0.038400,-37.989880,-7.086521,0.222728,0.448160,-0.185818,0.298718,0.382325,-0.445300,-0.956840,-0.031325,0.534681,-0.923758,-1.642493,0.156125,0.021072,0.162689,0.052567,0.001235,0.918256,0.001317,0.272000,0.056000,0.007200,0.001600,0.117501,0.121270,0.107212,0.003304,0.020065,0.010297,0.048561,0.046575,0.006538,0.006943,0.021790,0.080829,0.008725,C:/Users/XPS/Desktop/Clean This/Training Data/scratch
0.574860,0.001948,2.155794,0.574280,0.246289,2.892279,0.000546,0.853600,0.661600,0.467200,0.298400,-43.819862,-3.130650,0.039243,-0.181181,-0.119181,0.348259,0.263708,-0.430942,-0.295114,-0.364413,0.414348,-0.095609,-1.568780,0.010408,0.001561,1.157413,0.022090,0.022964,0.297554,0.000546,0.040800,0.037600,0.057600,0.095200,0.033176,0.042580,0.346746,0.331322,0.043514,0.473113,0.597068,0.134186,0.200568,0.111353,0.050125,0.167694,0.168174,C:/Users/XPS/Desktop/Clean This/Training Data/scratch
0.512010,0.002137,2.049688,0.466839,0.225784,2.417126,0.001023,0.672000,0.412000,0.319200,0.226400,-44.639414,-2.878626,0.031537,0.093200,0.184273,0.066137,0.238374,-0.258663,-0.587421,-0.057693,0.091152,-0.396635,-1.044556,0.033227,0.002015,1.152646,0.042465,0.045847,0.815971,0.001023,0.200000,0.060000,0.008800,0.080800,0.194806,0.092027,0.015294,0.147404,0.189313,0.134848,0.145006,0.123795,0.029475,0.404800,0.370898,0.131672,0.018744,C:/Users/XPS/Desktop/Clean This/Training Data/scratch
0.514011,0.004299,2.446634,0.497607,0.268429,2.797766,0.000919,0.789600,0.376000,0.284800,0.164800,-43.371051,-3.484907,-0.069479,0.028660,0.503818,-0.291005,0.073059,-0.080069,-0.491851,-0.008293,0.269647,-0.810992,-1.085115,0.088871,0.003471,0.803659,0.061944,0.006295,0.328425,0.000919,0.104800,0.240000,0.176000,0.075200,0.561589,0.291474,0.116620,0.070071,0.015760,0.127723,0.127396,0.089237,0.209435,0.029364,0.048367,0.090750,0.048691,C:/Users/XPS/Desktop/Clean This/Training Data/scratch
