@RELATION classifiers/SMV_RBF_new_2
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE class {C:/Users/XPS/Desktop/Clean This/Training Data/sv,C:/Users/XPS/Desktop/Clean This/Training Data/usv,C:/Users/XPS/Desktop/Clean This/Training Data/scratch}

@DATA
0.254832,0.046780,3.103627,0.290267,0.159957,0.922322,0.023986,0.334229,0.236286,0.210400,0.186457,-42.155277,-4.328671,-0.031607,0.202776,-0.055394,0.236204,0.176808,-0.272677,-0.617943,-0.072577,0.379958,-0.604073,-1.289694,0.024248,0.010298,0.063003,0.021780,0.013761,0.135173,0.006250,0.025200,0.030229,0.023314,0.009086,0.645187,0.355662,0.036033,0.062283,0.024256,0.009438,0.039256,0.033806,0.056346,0.022558,0.035353,0.061220,0.081121,C:/Users/XPS/Desktop/Clean This/Training Data/sv
0.287964,0.067961,3.058476,0.321985,0.180378,1.011514,0.033830,0.384800,0.279467,0.245067,0.184933,-42.629111,-4.032382,-0.011178,0.131974,-0.066450,0.257118,0.147669,-0.254327,-0.583457,-0.048890,0.345023,-0.552928,-1.231549,0.044302,0.018795,0.134605,0.037730,0.014820,0.236596,0.009459,0.049867,0.054933,0.022133,0.019333,0.676400,0.362053,0.086320,0.111653,0.054536,0.043964,0.075122,0.038340,0.074762,0.021664,0.054013,0.073596,0.107304,C:/Users/XPS/Desktop/Clean This/Training Data/sv
0.196397,0.015503,3.176862,0.362768,0.240170,0.859393,0.017296,0.276267,0.173013,0.162240,0.159893,-45.584940,-2.368606,0.071556,0.004363,0.039008,0.124364,0.063277,-0.166612,-0.339202,-0.078468,0.169643,-0.417734,-0.832646,0.017321,0.009413,0.073220,0.017160,0.007347,0.119677,0.008535,0.034880,0.010773,0.001173,0.002773,0.783132,0.424850,0.108234,0.089218,0.093505,0.087390,0.061726,0.102650,0.170992,0.098793,0.128275,0.079091,0.104262,C:/Users/XPS/Desktop/Clean This/Training Data/sv
0.244101,0.059416,3.196265,0.289027,0.153962,1.046144,0.015933,0.318776,0.231765,0.196235,0.182071,-42.754433,-4.013709,0.002336,0.160972,-0.039133,0.221495,0.152859,-0.253005,-0.560440,-0.083586,0.362622,-0.577964,-1.203068,0.022983,0.008782,0.031194,0.022198,0.015944,0.140176,0.006999,0.039059,0.015765,0.018447,0.007294,0.964055,0.515977,0.068955,0.083006,0.029965,0.024438,0.049510,0.042812,0.088798,0.015610,0.049344,0.065628,0.128751,C:/Users/XPS/Desktop/Clean This/Training Data/sv
0.221549,0.112841,2.942709,0.284078,0.179950,0.530768,0.044387,0.245257,0.192343,0.190514,0.188000,-42.667937,-4.074145,0.008436,0.199920,-0.007498,0.188512,0.136634,-0.220294,-0.575004,-0.130198,0.391996,-0.614945,-1.242857,0.019673,0.026019,0.065139,0.019010,0.014497,0.170504,0.017854,0.030857,0.003086,0.002171,0.001714,1.092456,0.563996,0.077993,0.071445,0.041088,0.037008,0.040324,0.043207,0.099174,0.052415,0.045211,0.080099,0.140994,C:/Users/XPS/Desktop/Clean This/Training Data/sv
0.196817,0.019525,3.186132,0.285302,0.181488,0.648849,0.034432,0.253600,0.192240,0.185400,0.181000,-44.589842,-2.946143,0.025219,0.057134,0.002271,0.176697,0.068795,-0.188905,-0.395781,-0.079971,0.241603,-0.452622,-0.979188,0.008227,0.001972,0.027364,0.016822,0.012028,0.076809,0.020688,0.017200,0.010400,0.005320,0.001480,0.859996,0.484888,0.059241,0.068432,0.043217,0.046039,0.046811,0.032409,0.089732,0.031102,0.074998,0.064419,0.112760,C:/Users/XPS/Desktop/Clean This/Training Data/sv
0.184314,0.110677,3.192661,0.271839,0.155151,0.678200,0.038790,0.290000,0.176933,0.173867,0.172667,-42.340582,-4.180256,-0.060422,0.211129,-0.043468,0.224164,0.175109,-0.279885,-0.609260,-0.068315,0.360407,-0.622733,-1.269857,0.008974,0.027803,0.091784,0.021196,0.022459,0.109024,0.018188,0.028800,0.010000,0.007867,0.007867,0.956144,0.568284,0.032239,0.074722,0.042017,0.022118,0.045698,0.044986,0.086987,0.024014,0.053290,0.067540,0.131110,C:/Users/XPS/Desktop/Clean This/Training Data/sv
0.298639,0.023398,2.818099,0.361785,0.212781,1.302471,0.015017,0.393333,0.256267,0.220267,0.182400,-45.184615,-2.601231,-0.022131,-0.003834,0.024686,0.112727,0.034795,-0.112018,-0.332305,-0.086291,0.291332,-0.397986,-0.930869,0.087537,0.022151,0.187575,0.063586,0.032033,0.377117,0.006202,0.094667,0.079200,0.044800,0.009600,0.908583,0.484826,0.094647,0.104492,0.045244,0.034612,0.034356,0.083323,0.126851,0.035300,0.040307,0.143628,0.124705,C:/Users/XPS/Desktop/Clean This/Training Data/sv
0.247855,0.021326,3.122657,0.313869,0.174142,1.098388,0.023926,0.370000,0.225429,0.200686,0.180343,-44.340818,-3.112098,0.043868,0.056844,-0.005867,0.198333,0.101847,-0.210105,-0.443472,-0.077779,0.255934,-0.461092,-0.985290,0.029338,0.006770,0.072845,0.019632,0.011745,0.104039,0.007945,0.027029,0.026914,0.008800,0.002514,0.719388,0.387488,0.040136,0.065122,0.034489,0.030986,0.038496,0.054961,0.073505,0.029235,0.057287,0.059326,0.114261,C:/Users/XPS/Desktop/Clean This/Training Data/sv
0.305330,0.026069,2.907498,0.357838,0.219235,1.244263,0.017971,0.354286,0.261829,0.198857,0.160800,-42.907315,-3.851560,-0.084325,0.135441,-0.034394,0.204088,0.170709,-0.215272,-0.611448,-0.050711,0.387366,-0.533858,-1.226718,0.026936,0.008785,0.238547,0.032990,0.019451,0.148112,0.005319,0.041829,0.049714,0.015543,0.002400,0.787180,0.478950,0.046724,0.119305,0.056648,0.035817,0.046153,0.058765,0.074952,0.029237,0.044641,0.082163,0.110905,C:/Users/XPS/Desktop/Clean This/Training Data/sv
0.227862,0.024991,3.021064,0.322802,0.204077,0.806435,0.019030,0.268800,0.220320,0.195840,0.173600,-44.463657,-3.002923,0.009006,0.045243,-0.000954,0.288428,0.042206,-0.195538,-0.464435,-0.117797,0.286067,-0.498393,-0.939215,0.033147,0.015270,0.156519,0.036312,0.020639,0.275532,0.003536,0.088000,0.045280,0.022400,0.002720,0.977082,0.550489,0.025678,0.092531,0.052886,0.018022,0.066940,0.060036,0.072211,0.024660,0.058149,0.127217,0.132673,C:/Users/XPS/Desktop/Clean This/Training Data/sv
0.245196,0.071541,2.890263,0.299405,0.170897,0.676438,0.045483,0.285120,0.208160,0.204160,0.197840,-43.464407,-3.636081,0.038352,0.175644,-0.038790,0.116286,0.119252,-0.194890,-0.471092,-0.042981,0.312031,-0.596621,-1.104022,0.020697,0.018358,0.060259,0.015732,0.015453,0.230499,0.006900,0.037120,0.005280,0.003040,0.005040,0.961799,0.523586,0.073552,0.093347,0.027642,0.037670,0.055054,0.055558,0.083865,0.036681,0.056062,0.054457,0.118450,C:/Users/XPS/Desktop/Clean This/Training Data/sv
0.288030,0.106176,2.897739,0.320020,0.185407,0.961576,0.040599,0.363200,0.288400,0.220000,0.180400,-42.954589,-3.834253,-0.004326,0.270075,-0.080571,0.143804,0.228722,-0.347842,-0.486191,-0.065945,0.283147,-0.633708,-1.263995,0.101882,0.105983,0.272834,0.114066,0.071874,0.878036,0.013502,0.174400,0.102800,0.035200,0.002800,3.098874,1.795865,0.103378,0.143962,0.054245,0.108001,0.076661,0.039645,0.337152,0.088828,0.197843,0.170462,0.297740,C:/Users/XPS/Desktop/Clean This/Training Data/sv
0.239617,0.008331,3.199756,0.298045,0.173115,1.319007,0.017940,0.367750,0.217000,0.188050,0.175200,-45.427439,-2.478856,0.054343,0.000831,0.040094,0.145812,0.034352,-0.149176,-0.337637,-0.088591,0.196768,-0.400979,-0.871929,0.027747,0.004856,0.027493,0.018308,0.011549,0.126243,0.004293,0.023450,0.031100,0.009450,0.001700,0.950415,0.499031,0.069555,0.089022,0.050742,0.053424,0.046331,0.041799,0.080338,0.029877,0.070900,0.076981,0.134078,C:/Users/XPS/Desktop/Clean This/Training Data/sv
0.279223,0.030025,3.140621,0.386145,0.234049,0.985075,0.015771,0.340300,0.224800,0.198900,0.191900,-43.085015,-3.745384,0.027141,-0.015452,0.103582,0.156264,0.161215,-0.248410,-0.571123,-0.033987,0.358903,-0.641982,-1.100373,0.039532,0.009747,0.110885,0.014434,0.007044,0.147762,0.001901,0.029500,0.031200,0.007500,0.001900,0.519045,0.367249,0.094586,0.125326,0.075497,0.076652,0.116062,0.152720,0.190321,0.127667,0.100948,0.055362,0.108336,C:/Users/XPS/Desktop/Clean This/Training Data/sv
0.211255,0.110837,3.200655,0.294125,0.177111,0.825087,0.039040,0.326171,0.205486,0.190971,0.175657,-41.967946,-4.406644,-0.045431,0.226084,-0.073069,0.244734,0.199455,-0.297559,-0.637974,-0.064714,0.363671,-0.606483,-1.323415,0.031339,0.024592,0.072141,0.033712,0.018189,0.227118,0.014812,0.051886,0.030629,0.016800,0.002171,1.164050,0.676980,0.049786,0.099166,0.030785,0.027180,0.066948,0.061815,0.107407,0.023651,0.070076,0.101665,0.140406,C:/Users/XPS/Desktop/Clean This/Training Data/sv
0.235588,0.043171,3.209764,0.362466,0.231224,1.148094,0.017520,0.378533,0.197733,0.168000,0.166667,-43.095166,-3.885944,0.230832,0.050325,-0.049724,0.200416,0.235619,-0.288002,-0.557942,-0.137186,0.346141,-0.530605,-1.173641,0.043034,0.016504,0.059726,0.026121,0.013903,0.204789,0.013508,0.042000,0.029733,0.000267,0.000800,0.399023,0.231685,0.120025,0.081497,0.153190,0.248680,0.097581,0.075203,0.123036,0.161071,0.079329,0.130211,0.071684,C:/Users/XPS/Desktop/Clean This/Training Data/sv
0.215129,0.023776,3.230239,0.312222,0.198024,0.838799,0.026403,0.320174,0.208070,0.184243,0.171791,-44.597950,-2.907928,-0.007994,0.082569,-0.006262,0.176081,0.085718,-0.182798,-0.430614,-0.088073,0.259254,-0.467639,-0.976700,0.021582,0.013185,0.041410,0.023112,0.012745,0.176527,0.010791,0.027861,0.013913,0.012696,0.000870,0.781431,0.444676,0.068391,0.074611,0.041510,0.044784,0.049049,0.053071,0.068077,0.047689,0.063219,0.074685,0.104328,C:/Users/XPS/Desktop/Clean This/Training Data/sv
0.227404,0.035954,3.193005,0.284820,0.162635,0.758221,0.039122,0.294844,0.210711,0.194089,0.183022,-43.850741,-3.347013,-0.037025,0.118660,-0.016445,0.184842,0.118408,-0.201529,-0.494039,-0.075983,0.306330,-0.493642,-1.076075,0.019416,0.010298,0.046196,0.021005,0.011099,0.149374,0.015977,0.032267,0.022533,0.016578,0.006667,1.008408,0.580905,0.031904,0.059777,0.031314,0.042064,0.040231,0.047870,0.080362,0.021202,0.057893,0.074547,0.125801,C:/Users/XPS/Desktop/Clean This/Training Data/sv
0.226006,0.081529,3.193005,0.288852,0.166888,0.825808,0.029861,0.323950,0.205050,0.193150,0.184350,-42.513260,-4.174666,0.001038,0.186940,-0.046992,0.213954,0.162575,-0.261701,-0.569217,-0.073696,0.369326,-0.598314,-1.223672,0.024244,0.016048,0.091895,0.025949,0.016645,0.174517,0.009996,0.044850,0.024250,0.021150,0.015450,1.007564,0.544246,0.074030,0.099750,0.045411,0.035607,0.049688,0.042716,0.105107,0.020941,0.042472,0.099998,0.130745,C:/Users/XPS/Desktop/Clean This/Training Data/sv
0.342474,0.032468,2.976164,0.368667,0.204563,1.754761,0.013714,0.485200,0.305600,0.226000,0.178400,-44.088898,-3.229927,0.087989,0.046734,-0.096438,0.271996,0.070047,-0.192439,-0.441733,-0.123783,0.320566,-0.480867,-1.020375,0.081865,0.031063,0.253121,0.074096,0.040561,0.389751,0.003374,0.138000,0.109600,0.053200,0.008000,0.867120,0.589539,0.119041,0.065361,0.083430,0.060208,0.068067,0.050495,0.094301,0.110756,0.181699,0.015974,0.099733,C:/Users/XPS/Desktop/Clean This/Training Data/sv
0.268375,0.061302,3.122919,0.338734,0.208613,1.250564,0.016488,0.372160,0.253440,0.197120,0.172960,-42.502487,-4.173623,-0.008762,0.163532,-0.013291,0.180692,0.170550,-0.261989,-0.542352,-0.104955,0.415457,-0.617525,-1.215546,0.046277,0.017715,0.049111,0.030723,0.006698,0.182174,0.004052,0.063680,0.048960,0.028480,0.014560,0.556632,0.339722,0.041521,0.083217,0.047484,0.049826,0.066675,0.059222,0.037189,0.038289,0.056084,0.051144,0.057731,C:/Users/XPS/Desktop/Clean This/Training Data/sv
0.207446,0.038587,3.206400,0.295658,0.185614,0.894008,0.021110,0.311520,0.195147,0.174240,0.166933,-43.430303,-3.657251,0.083282,0.101901,-0.055261,0.197414,0.138604,-0.207360,-0.516533,-0.101661,0.346870,-0.517176,-1.136121,0.024633,0.014796,0.056574,0.020663,0.010317,0.156253,0.007721,0.035467,0.026187,0.008053,0.001813,0.927872,0.491532,0.092814,0.093638,0.049125,0.060520,0.044914,0.045948,0.096822,0.051236,0.071776,0.086148,0.110397,C:/Users/XPS/Desktop/Clean This/Training Data/sv
0.215506,0.035597,2.769937,0.267063,0.225156,1.477025,0.011340,0.274933,0.144267,0.072267,0.060533,-41.275639,-4.865561,0.014513,0.179354,-0.021539,0.240508,0.220023,-0.339228,-0.664117,-0.035587,0.391073,-0.682616,-1.347064,0.069255,0.017667,0.039991,0.050694,0.030952,0.238577,0.002143,0.117067,0.037067,0.012000,0.003467,0.754356,0.439804,0.028170,0.092420,0.056686,0.010003,0.041361,0.012057,0.086909,0.015257,0.074806,0.051749,0.130369,C:/Users/XPS/Desktop/Clean This/Training Data/sv
0.187559,0.025291,3.202002,0.307935,0.210733,0.627209,0.029725,0.275304,0.179548,0.174226,0.168730,-45.447565,-2.422302,0.002227,0.015654,-0.001430,0.177492,0.045802,-0.138774,-0.379053,-0.085321,0.228905,-0.402448,-0.858580,0.014899,0.015388,0.044743,0.022478,0.011911,0.140312,0.010720,0.026957,0.010643,0.005809,0.001217,0.875256,0.492621,0.073744,0.062744,0.044631,0.058390,0.067152,0.066106,0.067695,0.054264,0.058763,0.082698,0.120424,C:/Users/XPS/Desktop/Clean This/Training Data/sv
0.204919,0.054310,3.017023,0.280024,0.186239,0.572626,0.041096,0.242756,0.172622,0.170222,0.169067,-44.400053,-3.101776,0.037363,0.084599,-0.013521,0.219333,0.040994,-0.196086,-0.396418,-0.082312,0.233417,-0.463423,-0.987814,0.022018,0.013631,0.074600,0.020258,0.017365,0.204735,0.013296,0.029778,0.004089,0.005778,0.006222,1.062929,0.578040,0.079835,0.080035,0.038255,0.039642,0.053218,0.038850,0.127386,0.012617,0.065964,0.071218,0.145693,C:/Users/XPS/Desktop/Clean This/Training Data/sv
0.261809,0.049165,3.003358,0.320731,0.197426,1.038559,0.028206,0.344400,0.237400,0.208600,0.178800,-43.981957,-3.312279,-0.075584,0.083899,-0.010684,0.178075,0.163785,-0.240174,-0.458969,-0.077417,0.336181,-0.450244,-1.009413,0.069255,0.020430,0.072558,0.064499,0.034152,0.500739,0.010535,0.156400,0.056600,0.028600,0.002000,1.690804,0.922930,0.045377,0.120873,0.107260,0.037509,0.037881,0.062758,0.142300,0.058367,0.138708,0.149418,0.263503,C:/Users/XPS/Desktop/Clean This/Training Data/sv
0.205925,0.074528,3.122152,0.434514,0.286554,0.916216,0.006900,0.305120,0.151840,0.151040,0.150400,-40.802869,-5.147434,0.020157,0.372562,-0.138946,0.126965,0.277375,-0.308694,-0.688475,-0.005584,0.418512,-0.785860,-1.465322,0.028183,0.013536,0.121592,0.012551,0.001053,0.080920,0.002069,0.033120,0.000480,0.000960,0.000960,0.202991,0.125259,0.107704,0.080578,0.153041,0.099028,0.070417,0.062815,0.094026,0.058218,0.034675,0.112242,0.116982,C:/Users/XPS/Desktop/Clean This/Training Data/sv
0.218041,0.123830,3.152538,0.433493,0.286924,0.889693,0.006031,0.359733,0.155733,0.154933,0.154133,-40.543569,-5.331843,0.052801,0.194373,-0.113521,0.397277,0.230585,-0.492644,-0.596838,-0.090727,0.496127,-0.876076,-1.240641,0.026421,0.033518,0.042320,0.012127,0.000536,0.263983,0.004952,0.089867,0.000533,0.000800,0.000533,0.168893,0.159644,0.015499,0.066627,0.062915,0.099201,0.032001,0.082596,0.193152,0.099062,0.093163,0.030099,0.052195,C:/Users/XPS/Desktop/Clean This/Training Data/sv
0.356285,0.075684,2.929421,0.446631,0.276453,1.674389,0.018781,0.528000,0.356800,0.179200,0.163200,-42.153811,-4.373519,0.126278,0.017503,0.353055,-0.115898,0.112612,-0.351372,-0.294275,-0.009889,0.199894,-0.735396,-1.326831,0.172938,0.073261,0.292570,0.077331,0.004435,1.500102,0.018781,0.360000,0.190400,0.012800,0.001600,0.199245,0.111928,0.126412,0.114976,0.012003,0.025843,0.492529,0.165331,0.473290,0.140803,0.079699,0.198822,0.135255,C:/Users/XPS/Desktop/Clean This/Training Data/sv
0.207344,0.038396,3.188066,0.273364,0.175906,0.647030,0.034110,0.252489,0.197111,0.184711,0.167644,-43.361115,-3.653405,-0.010996,0.119488,-0.019409,0.197579,0.122308,-0.210295,-0.522283,-0.075574,0.337581,-0.530857,-1.125961,0.019371,0.013707,0.031275,0.017018,0.009849,0.173119,0.015099,0.022711,0.018178,0.017600,0.004533,1.156820,0.626959,0.067501,0.096540,0.036865,0.054300,0.058090,0.061883,0.102847,0.023962,0.058252,0.086292,0.156854,C:/Users/XPS/Desktop/Clean This/Training Data/sv
0.204639,0.050647,3.204737,0.277437,0.158058,0.901248,0.024848,0.319550,0.201550,0.184250,0.175850,-43.282419,-3.734289,0.036822,0.113761,-0.018953,0.199672,0.140647,-0.243379,-0.507327,-0.081005,0.327256,-0.540292,-1.122662,0.015788,0.006508,0.044108,0.020347,0.013338,0.146168,0.008371,0.038550,0.022450,0.007550,0.002050,1.209460,0.641111,0.082894,0.104689,0.038729,0.036012,0.041740,0.038144,0.108400,0.026969,0.066842,0.089594,0.166461,C:/Users/XPS/Desktop/Clean This/Training Data/sv
0.301899,0.048596,3.022630,0.346700,0.204457,1.395638,0.034645,0.446400,0.239771,0.207886,0.156914,-43.888398,-3.360330,0.123637,0.050273,-0.035329,0.149982,0.158246,-0.185715,-0.491511,-0.157102,0.361491,-0.479344,-1.131989,0.038374,0.016680,0.181767,0.023158,0.010043,0.143459,0.013021,0.038400,0.061486,0.054514,0.006057,0.702749,0.441691,0.046083,0.069238,0.052231,0.036004,0.055621,0.065224,0.075071,0.035712,0.084786,0.075597,0.061628,C:/Users/XPS/Desktop/Clean This/Training Data/sv
0.204564,0.095844,3.136620,0.253921,0.151564,0.543072,0.030194,0.216450,0.204550,0.197300,0.186100,-42.231595,-4.300886,-0.025281,0.209937,-0.051851,0.218382,0.182890,-0.277660,-0.603962,-0.068501,0.380862,-0.625685,-1.265585,0.012710,0.023318,0.085954,0.016657,0.011640,0.179080,0.013089,0.023350,0.015150,0.008700,0.002400,0.950470,0.523741,0.037384,0.080643,0.032392,0.019888,0.044656,0.037463,0.085785,0.016349,0.042924,0.066484,0.128617,C:/Users/XPS/Desktop/Clean This/Training Data/sv
0.207008,0.019859,3.176830,0.287058,0.165888,0.871489,0.023675,0.289305,0.197053,0.189726,0.183663,-44.104446,-3.237552,0.000644,0.074928,-0.003434,0.175472,0.098948,-0.191782,-0.448398,-0.080263,0.303968,-0.485203,-1.015863,0.010598,0.010956,0.046891,0.014236,0.011204,0.128555,0.008942,0.030274,0.011453,0.005642,0.001432,0.781218,0.424837,0.038110,0.058898,0.023213,0.024052,0.028126,0.028592,0.068122,0.019831,0.034034,0.058693,0.109704,C:/Users/XPS/Desktop/Clean This/Training Data/sv
0.262896,0.015123,3.165854,0.324236,0.201074,1.144334,0.016468,0.324914,0.238629,0.189371,0.159086,-43.671932,-3.437326,0.015953,0.087597,0.023389,0.197929,0.102075,-0.237169,-0.465743,-0.114860,0.332088,-0.585107,-1.093229,0.049468,0.007460,0.117627,0.038625,0.019061,0.247063,0.008196,0.056114,0.058743,0.033257,0.004343,1.211748,0.714607,0.067597,0.096123,0.071876,0.038563,0.076970,0.079005,0.138026,0.094663,0.065359,0.062913,0.138750,C:/Users/XPS/Desktop/Clean This/Training Data/sv
0.308487,0.032842,3.118108,0.330313,0.167758,1.165802,0.023006,0.355920,0.292480,0.224400,0.194960,-43.908892,-3.317120,-0.013197,0.099715,-0.015825,0.245581,0.082424,-0.213262,-0.474752,-0.111200,0.289497,-0.472475,-1.071301,0.015933,0.007711,0.026588,0.018017,0.009873,0.119687,0.006623,0.022480,0.024960,0.017840,0.015760,0.777141,0.444584,0.044136,0.086785,0.037757,0.027366,0.026960,0.027884,0.079252,0.026088,0.039495,0.067104,0.108609,C:/Users/XPS/Desktop/Clean This/Training Data/sv
0.214114,0.038972,3.191648,0.326275,0.211336,0.869347,0.025367,0.283200,0.211086,0.171314,0.155314,-44.001196,-3.284248,0.020217,0.033690,0.011686,0.223235,0.121076,-0.222906,-0.480062,-0.118113,0.308767,-0.450529,-1.036576,0.033055,0.017418,0.061382,0.031889,0.016511,0.254263,0.011201,0.054857,0.033486,0.015429,0.001257,1.162778,0.645520,0.086660,0.122424,0.047461,0.071039,0.065141,0.096234,0.124648,0.064062,0.058363,0.126080,0.151471,C:/Users/XPS/Desktop/Clean This/Training Data/sv
0.195465,0.015523,3.213009,0.289021,0.175882,0.821820,0.033464,0.326945,0.185018,0.179455,0.174291,-44.163967,-3.206328,0.024655,0.046404,0.007003,0.187510,0.098197,-0.194266,-0.458374,-0.074016,0.289871,-0.473672,-1.012176,0.009499,0.009707,0.038336,0.018343,0.013633,0.096573,0.016379,0.020036,0.011055,0.005782,0.001127,0.633811,0.348632,0.051062,0.058050,0.027818,0.026846,0.027734,0.026364,0.071560,0.026878,0.043802,0.056959,0.097236,C:/Users/XPS/Desktop/Clean This/Training Data/sv
0.246769,0.025481,3.183056,0.307422,0.173500,0.848890,0.028256,0.329371,0.235848,0.214476,0.190743,-44.166812,-3.165401,0.002269,0.083574,-0.015572,0.168711,0.117271,-0.204444,-0.455199,-0.072703,0.281861,-0.481532,-1.045992,0.016642,0.006404,0.059016,0.018892,0.015652,0.163667,0.009722,0.035429,0.020914,0.024076,0.009181,1.030776,0.582415,0.055533,0.091627,0.051133,0.042711,0.040189,0.039008,0.082376,0.031825,0.074260,0.094477,0.126120,C:/Users/XPS/Desktop/Clean This/Training Data/sv
0.204135,0.021449,3.232623,0.283536,0.178907,0.694092,0.041333,0.286971,0.191429,0.183143,0.178971,-43.679149,-3.437694,0.002375,0.091818,0.000162,0.178434,0.141734,-0.225290,-0.505615,-0.084796,0.320824,-0.535430,-1.080639,0.018157,0.013821,0.061690,0.020400,0.015281,0.211669,0.017911,0.062743,0.008000,0.000629,0.004343,1.078715,0.619143,0.073415,0.091029,0.046650,0.051719,0.048546,0.045244,0.084438,0.017237,0.041375,0.059088,0.162975,C:/Users/XPS/Desktop/Clean This/Training Data/sv
0.281025,0.027060,3.101605,0.324167,0.188417,1.096496,0.019183,0.352600,0.263800,0.215800,0.187000,-43.886965,-3.389929,0.048571,0.121050,-0.019691,0.155230,0.124222,-0.200744,-0.476454,-0.069895,0.271260,-0.485445,-1.085749,0.079464,0.019933,0.175376,0.063436,0.031385,0.492495,0.010828,0.110600,0.073000,0.029400,0.007000,1.017299,0.542223,0.071083,0.091752,0.056895,0.046317,0.055437,0.068644,0.094313,0.047279,0.094027,0.062992,0.128264,C:/Users/XPS/Desktop/Clean This/Training Data/sv
0.248767,0.021579,3.061265,0.309902,0.187138,0.784070,0.025126,0.300463,0.227663,0.186105,0.180968,-44.218343,-3.167553,0.013501,0.050734,0.022336,0.167327,0.102156,-0.209382,-0.434677,-0.061048,0.252435,-0.453497,-1.025787,0.018141,0.009429,0.097068,0.013616,0.010243,0.086656,0.010081,0.016000,0.026147,0.005305,0.001011,0.580947,0.321323,0.053557,0.061911,0.042429,0.039671,0.045677,0.044457,0.065989,0.037540,0.061115,0.068267,0.084734,C:/Users/XPS/Desktop/Clean This/Training Data/sv
0.213347,0.038746,3.157877,0.307494,0.187145,0.816508,0.032711,0.285929,0.203671,0.191765,0.184659,-43.965155,-3.297072,0.004726,0.094195,-0.022485,0.193158,0.113950,-0.215292,-0.477407,-0.048059,0.265202,-0.488571,-1.053689,0.022135,0.010176,0.084370,0.021199,0.016483,0.181378,0.011232,0.033224,0.019200,0.007765,0.001694,0.782033,0.456476,0.060699,0.073269,0.053893,0.045466,0.060609,0.046765,0.065749,0.029677,0.070592,0.094120,0.107625,C:/Users/XPS/Desktop/Clean This/Training Data/sv
0.236636,0.082967,3.151530,0.298350,0.167938,0.861239,0.032798,0.298824,0.223247,0.203482,0.190871,-42.462548,-4.142984,-0.034165,0.183512,-0.045540,0.222433,0.174033,-0.265384,-0.595592,-0.073522,0.373591,-0.593635,-1.250033,0.028564,0.015322,0.073180,0.023044,0.015526,0.200001,0.012677,0.031435,0.019765,0.013553,0.002071,1.020544,0.578271,0.046291,0.102802,0.040948,0.024694,0.040105,0.033430,0.091100,0.021108,0.048992,0.085483,0.121381,C:/Users/XPS/Desktop/Clean This/Training Data/sv
0.302442,0.024983,2.783233,0.341700,0.214640,1.212473,0.015225,0.365200,0.297200,0.237200,0.183200,-42.657268,-3.935866,-0.103631,0.220702,-0.035665,0.236885,0.194298,-0.302210,-0.603027,-0.099103,0.373593,-0.662080,-1.159408,0.080665,0.023535,0.122023,0.079267,0.031635,0.658753,0.006643,0.170800,0.113200,0.058000,0.008000,0.939920,0.625015,0.041764,0.084665,0.052435,0.013206,0.001983,0.006728,0.045736,0.073809,0.024100,0.006472,0.223227,C:/Users/XPS/Desktop/Clean This/Training Data/sv
